Situation code,ACK  code,Situation code name,Situation Description,Text,Notes,RecordCode,Filename,Probability,SUBSET Code
32,artillery4-33,ACK_BEING_ATTACKED_BY_AVIATION,Боевая единица заметила вражеские самолеты,"Ага, а вот и наши птички!",,artillery4-33-1,artillery4-33-1.wav,50.0,
,,,  ,"К делу, расчет!",,artillery4-33-2,artillery4-33-2.wav,50.0,
1,infantry1-1,ACK_POSITIVE,Согласие. Боевая единица подчиняется некоторому приказу.,Так ниче сложного.,,infantry1-1-1,infantry1-1-1.wav,50.0,
,,,  ,"Да ща, командир.",,infantry1-1-2,infantry1-1-2.wav,50.0,
,,,  ,Запевай!,,infantry1-1-3,infantry1-1-3.wav,50.0,
,,,  ,Да как семечки щелкать!,,infantry1-1-4,infantry1-1-4.wav,50.0,
,,,  ,А проще пареной репы!,,infantry1-1-5,infantry1-1-5.wav,50.0,
,,,  ,"Однова живем, сейчас!",,infantry1-1-6,infantry1-1-6.wav,50.0,
,,,  ,От щас сделаем!,,infantry1-1-7,infantry1-1-7.wav,50.0,
2,infantry1-2,ACK_NEGATIVE,Несогласие. Боевая единица не может выполнить некоторый приказ.,"Не, не выйдет.",,infantry1-2-1,infantry1-2-1.wav,50.0,
,,,  ,"Да сдурели, што ль?",,infantry1-2-2,infantry1-2-2.wav,50.0,
,,,  ,Ну куда там.,,infantry1-2-3,infantry1-2-3.wav,50.0,
,,,  ,Эвона чего придумали!,,infantry1-2-4,infantry1-2-4.wav,50.0,
3,infantry1-3,ACK_SELECTED,Реакция боевой единицы на выбор ее игроком.,Пехота!,,infantry1-3-1,infantry1-3-1.wav,50.0,
,,,  ,Так точно!,,infantry1-3-2,infantry1-3-2.wav,50.0,
,,,  ,Дравия желаю!,,infantry1-3-3,infantry1-3-3.wav,50.0,
,,,  ,Командир!,,infantry1-3-4,infantry1-3-4.wav,50.0,
,,,  ,Рядовой слушает!,,infantry1-3-5,infantry1-3-5.wav,50.0,
,,,  ,Пехота всегда готова!,,infantry1-3-6,infantry1-3-6.wav,50.0,
,,,  ,А как прикажете!,,infantry1-3-7,infantry1-3-7.wav,50.0,
,,,  ,Товарищ командир! Пехота!,,infantry1-3-8,infantry1-3-8.wav,50.0,
,,,  ,Рад служить!,,infantry1-3-9,infantry1-3-9.wav,50.0,
4,infantry1-4,ACK_INVALID_TARGET,"Боевая единица не может навестись на некоторую цель, по причинам не указазанным в остальных фразах. ",Нас такому не учили.,,infantry1-4-1,infantry1-4-1.wav,50.0,
,,,  ,Так и председатель не сможет.,,infantry1-4-2,infantry1-4-2.wav,50.0,
5,infantry1-5,ACK_DONT_SEE_THE_ENEMY,Боевая единица не видит цель и отказывается стрелять по ней.,Куда палить-то?,,infantry1-5-1,infantry1-5-1.wav,50.0,
,,,  ,Че-то не видно.,,infantry1-5-2,infantry1-5-2.wav,50.0,
6,infantry1-6,ACK_ENEMY_ISNT_IN_ATTACK_ANGLE,Цель вне горизонталного сектора обстрела. Боевая цель не может повернуться в нужном направлении.,Тута не развернуться.,,infantry1-6-1,infantry1-6-1.wav,50.0,
,,,  ,А? Куда поворачивать?,,infantry1-6-2,infantry1-6-2.wav,50.0,
7,infantry1-7,ACK_NOT_IN_FIRE_RANGE,Цель слишком далеко или слишком близко. Боевая единица отказывается атаковать. ,Тут целить надо!,,infantry1-7-1,infantry1-7-1.wav,50.0,
,,,  ,Дисипозицию... место менять надо.,,infantry1-7-2,infantry1-7-2.wav,50.0,
8,infantry1-8,ACK_NO_AMMO,Отказ атаковать - закончились боеприпасы. ,А нечем!,,infantry1-8-1,infantry1-8-1.wav,50.0,
,,,  ,"Лаптем, что ли?",,infantry1-8-2,infantry1-8-2.wav,50.0,
,,,  ,Так патроны везите!,,infantry1-8-3,infantry1-8-3.wav,50.0,
,,,  ,Было бы чем...,,infantry1-8-4,infantry1-8-4.wav,50.0,
,,,  ,"Командир, стрелять уже нечем.",,infantry1-8-5,infantry1-8-5.wav,50.0,
,,,  ,Кончились патроны - возьмемся за дубье.,,infantry1-8-6,infantry1-8-6.wav,50.0,
9,infantry1-9,ACK_CANNOT_PIERCE,Боевая единица не может в принципе пробить защиту цели и отказывается стрелять так как это бесполезно. ,"Дело дурное, броня крепкая!",,infantry1-9-1,infantry1-9-1.wav,50.0,
,,,  ,Эвона там броня какая!,,infantry1-9-2,infantry1-9-2.wav,50.0,
,,,  ,"Не сдюжим, не пробьем!",,infantry1-9-3,infantry1-9-3.wav,50.0,
10,infantry1-10,ACK_BORED_ATTACK,Периодичекие фразы во ходе атаки. ,Ща скулы-то посворачиваю!,,infantry1-10-1,infantry1-10-1.wav,50.0,
,,,  ,А наддай!,,infantry1-10-2,infantry1-10-2.wav,50.0,
,,,  ,А вот я щас!,,infantry1-10-3,infantry1-10-3.wav,50.0,
,,,  ,Бей вражин!,,infantry1-10-4,infantry1-10-4.wav,50.0,
12,infantry1-12,ACK_BORED_LOW_AMMO,У боевой единицы боеприпасы подходят к концу. ,"Все прут и прут, стрелять нечем!",,infantry1-12-1,infantry1-12-1.wav,50.0,
,,,  ,А пулять-то уже нечем...,,infantry1-12-2,infantry1-12-2.wav,50.0,
,,,  ,Патрончиков бы...,,infantry1-12-3,infantry1-12-3.wav,50.0,
13,infantry1-13,ACK_BORED_IDLE,Боевая единица ничем не занята и скучает. Нет действия в течение долгого времени. ,Щас бы чайку...,,infantry1-13-1,infantry1-13-1.wav,50.0,
,,,  ,Айда к медсестричкам!,,infantry1-13-2,infantry1-13-2.wav,50.0,
,,,  ,Надысь мамаша бубликов прислала...,,infantry1-13-3,infantry1-13-3.wav,50.0,
,,,  ,"Валенки, валенки... (напевает)",,infantry1-13-4,infantry1-13-4.wav,50.0,
14,infantry1-14,ACK_BORED_LOW_HIT_POINTS,Убоевой единицы осталось мало здоровья или прочности. ,Тикать пора!,,infantry1-14-1,infantry1-14-1.wav,50.0,
,,,  ,"Убивают, братцы!",,infantry1-14-2,infantry1-14-2.wav,50.0,
,,,  ,Страшно-то как...,,infantry1-14-3,infantry1-14-3.wav,50.0,
15,infantry1-15,ACK_SELECTION_TO_MUCH,Боевая единица была многократно выбрана подряд. ,Да туточки мы!,,infantry1-15-1,infantry1-15-1.wav,50.0,
,,,  ,Махорки не будет?,,infantry1-15-2,infantry1-15-2.wav,50.0,
,,,  ,"Да кончилась самогонка, кончилась!",,infantry1-15-3,infantry1-15-3.wav,50.0,
16,infantry1-16,ACK_KILLED_ENEMY,Боевая единица уничожила врага. ,Бей городских!,,infantry1-16-1,infantry1-16-1.wav,50.0,
,,,  ,"На-кося, выкуси!",,infantry1-16-2,infantry1-16-2.wav,50.0,
,,,  ,От так-то лучше!,,infantry1-16-3,infantry1-16-3.wav,50.0,
,,,  ,"Ух, хорошо!",,infantry1-16-4,infantry1-16-4.wav,50.0,
,,,  ,Хорошо полыхнуло!,,infantry1-16-5,infantry1-16-5.wav,50.0,
17,infantry1-17,ACK_BUILDING_FINISHED,Боевая единица закончила окапывание или закончила строительные работы,Зарылись!,,infantry1-17-1,infantry1-17-1.wav,50.0,
,,,  ,Окопы готовы!,,infantry1-17-2,infantry1-17-2.wav,50.0,
18,infantry1-18,DIED,Боевая единица погибла. Последние слова. ,"Ой, мамочки.",,infantry1-18-1,infantry1-18-1.wav,50.0,
,,,  ,А-а-а!!!,,infantry1-18-2,infantry1-18-2.wav,50.0,
,,,  ,Больно ж.,,infantry1-18-3,infantry1-18-3.wav,50.0,
,,,  ,Сестричка!,,infantry1-18-4,infantry1-18-4.wav,50.0,
,,,  ,"Братцы, кажись, все.",,infantry1-18-5,infantry1-18-5.wav,50.0,
,,,,(крик),,infantry1-18-6,infantry1-18-6.wav,50.0,
,,,,(крик),,infantry1-18-7,infantry1-18-7.wav,50.0,
,,,,(крик),,infantry1-18-8,infantry1-18-8.wav,50.0,
,,,,(крик),,infantry1-18-9,infantry1-18-9.wav,50.0,
,,,,(крик),,infantry1-18-10,infantry1-18-10.wav,50.0,
19,infantry1-19,ACK_MOVE_END,Боевая единица закончила длительное перемещение вне поля зрения игрока. ,"Командир, мы дотопали!",,infantry1-19-1,infantry1-19-1.wav,50.0,
,,,  ,Как приказывали!,,infantry1-19-2,infantry1-19-2.wav,50.0,
20,infantry1-20,ACK_UNDER_ATTACK,Боевая единица подверглась нападению. ,Ах ты сволота!,,infantry1-20-1,infantry1-20-1.wav,50.0,
,,,  ,Вражины!,,infantry1-20-2,infantry1-20-2.wav,50.0,
,,,  ,Ну погоди у меня!,,infantry1-20-3,infantry1-20-3.wav,50.0,
21,infantry1-21,ACK_ENEMY_FOUND,Боевая единица обнаружила врага,Глянь-ка!,,infantry1-21-1,infantry1-21-1.wav,50.0,
,,,  ,"Командир, враги!",,infantry1-21-2,infantry1-21-2.wav,50.0,
22,infantry1-22,ACK_ORDER_FINISHED,Боевая единица закончила выполнение приказа,А вот и все!,,infantry1-22-1,infantry1-22-1.wav,50.0,
,,,  ,Пора и самокрутку посмолить!,,infantry1-22-2,infantry1-22-2.wav,50.0,
23,infantry1-23,ACK_REINFORCEMENT_ARRIVED,Боевая единица докладывает о прибытии в составе подкрепления,"Командир, пехота прибыла!",,infantry1-23-1,infantry1-23-1.wav,50.0,
,,,  ,"О-па, уже приехали.",,infantry1-23-2,infantry1-23-2.wav,50.0,
29,infantry1-29,ACK_MINE_FOUND,Боевая единица обнаружила мину.,Обнаружено минное поле!,,infantry1-29-1,infantry1-29-1.wav,50.0,
,,,  ,Тут мины понатыканы!,,infantry1-29-2,infantry1-29-2.wav,50.0,
32,infantry1-32,ACK_BEING_ATTACKED_BY_AVIATION,Боевая единица заметила вражеские самолеты,"Ух, глянь: летят!",,infantry1-32-1,infantry1-32-1.wav,50.0,
,,,  ,Еропланы!,,infantry1-32-2,infantry1-32-2.wav,50.0,
1,infantry2-1,ACK_POSITIVE,Согласие. Боевая единица подчиняется некоторому приказу.,Да! Вас понял!,,infantry2-1-1,infantry2-1-1.wav,50.0,
,,,  ,"Есть, понял!",с рвением и азартом.,infantry2-1-2,infantry2-1-2.wav,50.0,
,,,  ,Конечно! Слушаюсь!,на подьеме,infantry2-1-3,infantry2-1-3.wav,50.0,
,,,  ,"Так точно, товарищ командир!","задорно, весело!",infantry2-1-4,infantry2-1-4.wav,50.0,
,,,  ,Товарищ Сталин будет нами гордиться!,,infantry2-1-5,infantry2-1-5.wav,50.0,
,,,  ,Я выполню приказ! Чего бы это ни стоило.,завершает фразу угрожающим тоном.,infantry2-1-6,infantry2-1-6.wav,50.0,
,,,  ,Война  - это мое…,,infantry2-1-7,infantry2-1-7.wav,50.0,
2,infantry2-2,ACK_NEGATIVE,Несогласие. Боевая единица не может выполнить некоторый приказ.,Я не смогу это сделать! Дайте другой приказ!,с яростью.,infantry2-2-1,infantry2-2-1.wav,5.0,
,,,  ,"Нет, черт подери, не могу.",тон близкий к угрозе.,infantry2-2-2,infantry2-2-2.wav,50.0,
,,,  ,Никак невозможно! Приказ не будет выполнен!,,infantry2-2-3,infantry2-2-3.wav,50.0,
,,,  ,Нет! Никак нет!,с вызовом,infantry2-2-4,infantry2-2-4.wav,50.0,
3,infantry2-3,ACK_SELECTED,Реакция боевой единицы на выбор ее игроком.,Я готов! Приказывайте!,,infantry2-3-1,infantry2-3-1.wav,50.0,
,,,  ,Пехота - царица полей! ,,infantry2-3-2,infantry2-3-2.wav,50.0,
,,,  ,Дайте же мне живого врага… пока живого…,с угрозой,infantry2-3-3,infantry2-3-3.wav,50.0,
,,,  ,"Да, товарищ командир",,infantry2-3-4,infantry2-3-4.wav,50.0,
,,,  ,Наша доля - солдатская.,,infantry2-3-5,infantry2-3-5.wav,50.0,
,,,  ,Есть!,,infantry2-3-6,infantry2-3-6.wav,50.0,
,,,  ,Жизнь - за победу!,,infantry2-3-7,infantry2-3-7.wav,50.0,
,,,  ,Жду ваших приказаний!,,infantry2-3-8,infantry2-3-8.wav,50.0,
,,,  ,Смерть врагам!,,infantry2-3-9,infantry2-3-9.wav,50.0,
4,infantry2-4,ACK_INVALID_TARGET,"Боевая единица не может навестись на некоторую цель, по причинам не указазанным в остальных фразах. ","А, черт, так его не достать...гада.",,infantry2-4-1,infantry2-4-1.wav,50.0,
,,,  ,"Не, ну что тут будешь делать!",,infantry2-4-2,infantry2-4-2.wav,50.0,
5,infantry2-5,ACK_DONT_SEE_THE_ENEMY,Боевая единица не видит цель и отказывается стрелять по ней.,Видимость ноль!,,infantry2-5-1,infantry2-5-1.wav,50.0,
,,,  ,Э-э-эй! Ну куда же ты спрятался? А? Ну иди ко мне!,,infantry2-5-2,infantry2-5-2.wav,5.0,
6,infantry2-6,ACK_ENEMY_ISNT_IN_ATTACK_ANGLE,Цель вне горизонталного сектора обстрела. Боевая цель не может повернуться в нужном направлении.,А…куда забрался…гнида…,с ненавистью.,infantry2-6-1,infantry2-6-1.wav,50.0,
,,,  ,Я не могу туда повернуться…черт,раздосадованно,infantry2-6-2,infantry2-6-2.wav,50.0,
7,infantry2-7,ACK_NOT_IN_FIRE_RANGE,Цель слишком далеко или слишком близко. Боевая единица отказывается атаковать. ,"Пусть подойдет чуть поближе, тогда и пальнем!",,infantry2-7-1,infantry2-7-1.wav,50.0,
,,,  ,Э! Надо подойти ближе…чтобы наверняка…,,infantry2-7-2,infantry2-7-2.wav,50.0,
8,infantry2-8,ACK_NO_AMMO,Отказ атаковать - закончились боеприпасы. ,"Все кончилось, стрелять больше нечем!",,infantry2-8-1,infantry2-8-1.wav,50.0,
,,,  ,Боеприпасов нет! Какой будет приказ?,,infantry2-8-2,infantry2-8-2.wav,50.0,
,,,  ,Кончились патроны!,,infantry2-8-3,infantry2-8-3.wav,50.0,1
,,,  ,Больше нет ракет!,,infantry2-8-4,infantry2-8-4.wav,50.0,2
,,,  ,Нужно топливо! Подогреем гадов!,,infantry2-8-5,infantry2-8-5.wav,50.0,3
,,,  ,Где снаряды! Скорее!,,infantry2-8-6,infantry2-8-6.wav,50.0,4
,,,  ,Обоймы пусты!,,infantry2-8-7,infantry2-8-7.wav,50.0,1
,,,  ,Да нечем же стрелять! Позвольте в рукопашную?,с надеждой в голосе,infantry2-8-8,infantry2-8-8.wav,5.0,
9,infantry2-9,ACK_CANNOT_PIERCE,Боевая единица не может в принципе пробить защиту цели и отказывается стрелять так как это бесполезно. ,"Нет, поразить цель не получится.",,infantry2-9-1,infantry2-9-1.wav,50.0,
,,,  ,Крепковат орешек.,,infantry2-9-2,infantry2-9-2.wav,50.0,
,,,  ,Все видели это? Его так просто не взять!,,infantry2-9-3,infantry2-9-3.wav,50.0,
10,infantry2-10,ACK_BORED_ATTACK,Периодичекие фразы во ходе атаки. ,Вставай на смертный бой!,,infantry2-10-1,infantry2-10-1.wav,50.0,
,,,  ,Бей гадов!!!,,infantry2-10-2,infantry2-10-2.wav,50.0,
,,,  ,Всех убью!,кричит в ярости!,infantry2-10-3,infantry2-10-3.wav,50.0,
,,,  ,"Получай, получай!",Сквозь зубы,infantry2-10-4,infantry2-10-4.wav,50.0,
12,infantry2-12,ACK_BORED_LOW_AMMO,У боевой единицы боеприпасы подходят к концу. ,Боеприпасы кончаются… ну ничего…,раздосадованно…,infantry2-12-1,infantry2-12-1.wav,50.0,
,,,  ,Боеприпасы почти на нуле! Скоро р-р-рукопашная будет!,азартно,infantry2-12-2,infantry2-12-2.wav,50.0,
,,,  ,Кончатся патроны - я их рруками порву!,,infantry2-12-3,infantry2-12-3.wav,50.0,1
,,,  ,Стрелять уже почти нечем!,,infantry2-12-4,infantry2-12-4.wav,50.0,
,,,  ,Подайте патроны! ,,infantry2-12-5,infantry2-12-5.wav,50.0,1
,,,  ,,,infantry2-12-6,infantry2-12-6.wav,50.0,
13,infantry2-13,ACK_BORED_IDLE,Боевая единица ничем не занята и скучает. Нет действия в течение долгого времени. ,"Как пойдем в атаку с криками ""Ура-а-а!"" - душа поет!",,infantry2-13-1,infantry2-13-1.wav,50.0,
,,,  ,Эх! Пуля дура - штык молодец! ,,infantry2-13-2,infantry2-13-2.wav,50.0,
,,,  ,"Нет, братцы…помирать я не согласный…Вот доживем до победы, а там - пожалуйста.",,infantry2-13-3,infantry2-13-3.wav,50.0,
,,,  ,"Да, медаль мне хотели присвоить…да я отказался… зачем…?",хвастается…( привирает),infantry2-13-4,infantry2-13-4.wav,50.0,
14,infantry2-14,ACK_BORED_LOW_HIT_POINTS,Убоевой единицы осталось мало здоровья или прочности. ,Пришлите доктора! Мне еще рано подыхать!,,infantry2-14-1,infantry2-14-1.wav,50.0,
,,,  ,"Неет, нужно дожить до победы.",,infantry2-14-2,infantry2-14-2.wav,50.0,
,,,  ,"Ха!!! Они думают, что я уже мертв…хрен им!",с трудом говорит…хрипит,infantry2-14-3,infantry2-14-3.wav,5.0,
15,infantry2-15,ACK_SELECTION_TO_MUCH,Боевая единица была многократно выбрана подряд. ,Ура-а-а-а-а!,,infantry2-15-1,infantry2-15-1.wav,50.0,
,,,  ,Я не штабная крыса! Мне лучше в бой!,,infantry2-15-2,infantry2-15-2.wav,50.0,
,,,  ,Что? Не иначе как меня наградить хотят?,,infantry2-15-3,infantry2-15-3.wav,50.0,
16,infantry2-16,ACK_KILLED_ENEMY,Боевая единица уничожила врага. ,Ааааа! Вот это веселье!,,infantry2-16-1,infantry2-16-1.wav,50.0,
,,,  ,Мало тебе!!! ,,infantry2-16-2,infantry2-16-2.wav,50.0,
,,,  ,Да…я люблю это!,,infantry2-16-3,infantry2-16-3.wav,50.0,
,,,  ,Ха! А я что говорил!,,infantry2-16-4,infantry2-16-4.wav,50.0,
,,,  ,Нет преград! Нет спасения!,,infantry2-16-5,infantry2-16-5.wav,50.0,
17,infantry2-17,ACK_BUILDING_FINISHED,Боевая единица закончила окапывание или закончила строительные работы,"А! Достань, попробуй.",,infantry2-17-1,infantry2-17-1.wav,50.0,
,,,  ,Ну я и зарылся!,,infantry2-17-2,infantry2-17-2.wav,50.0,
18,infantry2-18,DIED,Боевая единица погибла. Последние слова. ,А скотина!!!!,умирает…,infantry2-18-1,infantry2-18-1.wav,50.0,
,,,  ,Все равно ты труп…А-а..,фраза на спад. На последнем издыхании...,infantry2-18-2,infantry2-18-2.wav,50.0,
,,,  ,Ар.рррр..а.ааа,"Борется со смертью, но силы покидают",infantry2-18-3,infantry2-18-3.wav,50.0,
,,,  ,Нееттт…так рано…,,infantry2-18-4,infantry2-18-4.wav,50.0,
,,,  ,Оу…..,,infantry2-18-5,infantry2-18-5.wav,50.0,
,,,,(крик),,infantry2-18-6,infantry2-18-6.wav,50.0,
,,,,(крик),,infantry2-18-7,infantry2-18-7.wav,50.0,
,,,,(крик),,infantry2-18-8,infantry2-18-8.wav,50.0,
,,,,(крик),,infantry2-18-9,infantry2-18-9.wav,50.0,
,,,,(крик),,infantry2-18-10,infantry2-18-10.wav,50.0,
19,infantry2-19,ACK_MOVE_END,Боевая единица закончила длительное перемещение вне поля зрения игрока. ,На место прибыл! ,,infantry2-19-1,infantry2-19-1.wav,50.0,
,,,  ,"На местее стой! Раз, два!",,infantry2-19-2,infantry2-19-2.wav,50.0,
20,infantry2-20,ACK_UNDER_ATTACK,Боевая единица подверглась нападению. ,Эти уроды атакуют! Ну ничего….ща я им…,,infantry2-20-1,infantry2-20-1.wav,50.0,
,,,  ,Они стреляют,,infantry2-20-2,infantry2-20-2.wav,50.0,
,,,  ,"Русские не сдаются! Идите сюда, падлы..",,infantry2-20-3,infantry2-20-3.wav,50.0,
21,infantry2-21,ACK_ENEMY_FOUND,Боевая единица обнаружила врага,Вон они! Может…в атаку?,,infantry2-21-1,infantry2-21-1.wav,50.0,
,,,  ,Ненавижу гадов…идууут…,,infantry2-21-2,infantry2-21-2.wav,50.0,
22,infantry2-22,ACK_ORDER_FINISHED,Боевая единица закончила выполнение приказа,"Докладывает пехота, ваш приказ выполнен!",,infantry2-22-1,infantry2-22-1.wav,50.0,
,,,  ,Жду следующих указаний,,infantry2-22-2,infantry2-22-2.wav,50.0,
23,infantry2-23,ACK_REINFORCEMENT_ARRIVED,Боевая единица докладывает о прибытии в составе подкрепления,"Прибыл на место, готов убивать! Ха ха ха!",,infantry2-23-1,infantry2-23-1.wav,50.0,
,,,  ,Где горячо - там мне и место!,,infantry2-23-2,infantry2-23-2.wav,50.0,
29,infantry2-29,ACK_MINE_FOUND,Боевая единица обнаружила мину.,Осторожно! Мины!,,infantry2-29-1,infantry2-29-1.wav,50.0,
,,,  ,Саперы! Ну где вас носит! Тут мины!,,infantry2-29-2,infantry2-29-2.wav,50.0,
32,infantry2-32,ACK_BEING_ATTACKED_BY_AVIATION,Боевая единица заметила вражеские самолеты,Летят!,,infantry2-32-1,infantry2-32-1.wav,50.0,
,,,  ,Вражеский самолет!,,infantry2-32-2,infantry2-32-2.wav,50.0,
1,infantry3-1,ACK_POSITIVE,Согласие. Боевая единица подчиняется некоторому приказу.,Вас понял харашо.,,infantry3-1-1,infantry3-1-1.wav,50.0,
,,,  ,"Вай, мамэнт.",,infantry3-1-2,infantry3-1-2.wav,50.0,
,,,  ,Начал выполнять.,,infantry3-1-3,infantry3-1-3.wav,50.0,
,,,  ,Палажитесь на мэня.,,infantry3-1-4,infantry3-1-4.wav,50.0,
,,,  ,Все понял.,,infantry3-1-5,infantry3-1-5.wav,50.0,
,,,  ,Приказ принял.,,infantry3-1-6,infantry3-1-6.wav,50.0,
,,,  ,Как арбуз разрэзать!,,infantry3-1-7,infantry3-1-7.wav,50.0,
2,infantry3-2,ACK_NEGATIVE,Несогласие. Боевая единица не может выполнить некоторый приказ.,"Вай, ну слишком приказ сложный.",,infantry3-2-1,infantry3-2-1.wav,50.0,
,,,  ,"Нэт, такого нэ смогу.",,infantry3-2-2,infantry3-2-2.wav,50.0,
,,,  ,"Командир, вы уверены?",,infantry3-2-3,infantry3-2-3.wav,50.0,
,,,  ,"Ну генацвале, что ты просишь?",,infantry3-2-4,infantry3-2-4.wav,50.0,
3,infantry3-3,ACK_SELECTED,Реакция боевой единицы на выбор ее игроком.,"Да, генацвале.",,infantry3-3-1,infantry3-3-1.wav,50.0,
,,,  ,"Вай, я!",,infantry3-3-2,infantry3-3-2.wav,50.0,
,,,  ,Снайпер!,,infantry3-3-3,infantry3-3-3.wav,50.0,
,,,  ,Элитные войска!,,infantry3-3-4,infantry3-3-4.wav,50.0,
,,,  ,"Есть, готов!",,infantry3-3-5,infantry3-3-5.wav,50.0,
,,,  ,Атлична!,,infantry3-3-6,infantry3-3-6.wav,50.0,
,,,  ,Прыказы?,,infantry3-3-7,infantry3-3-7.wav,50.0,
,,,  ,Выполняю приказы Родины!,,infantry3-3-8,infantry3-3-8.wav,50.0,
,,,  ,Тише! Слушаю.,,infantry3-3-9,infantry3-3-9.wav,50.0,
4,infantry3-4,ACK_INVALID_TARGET,"Боевая единица не может навестись на некоторую цель, по причинам не указазанным в остальных фразах. ",Э-э-э... Нэ могу.,,infantry3-4-1,infantry3-4-1.wav,50.0,
,,,  ,Странно...,,infantry3-4-2,infantry3-4-2.wav,50.0,
5,infantry3-5,ACK_DONT_SEE_THE_ENEMY,Боевая единица не видит цель и отказывается стрелять по ней.,В прицеле никого.,,infantry3-5-1,infantry3-5-1.wav,50.0,
,,,  ,Нет линыи агня.,,infantry3-5-2,infantry3-5-2.wav,50.0,
6,infantry3-6,ACK_ENEMY_ISNT_IN_ATTACK_ANGLE,Цель вне горизонталного сектора обстрела. Боевая цель не может повернуться в нужном направлении.,"Нэ вижу цель, препятствия.",,infantry3-6-1,infantry3-6-1.wav,50.0,
,,,  ,Нужно менять расположение.,,infantry3-6-2,infantry3-6-2.wav,50.0,
7,infantry3-7,ACK_NOT_IN_FIRE_RANGE,Цель слишком далеко или слишком близко. Боевая единица отказывается атаковать. ,Падпущу паближе.,,infantry3-7-1,infantry3-7-1.wav,50.0,
,,,  ,Далековато.,,infantry3-7-2,infantry3-7-2.wav,50.0,
8,infantry3-8,ACK_NO_AMMO,Отказ атаковать - закончились боеприпасы. ,Нэт патронов.,,infantry3-8-1,infantry3-8-1.wav,50.0,
,,,  ,Нэчем стрелять.,,infantry3-8-2,infantry3-8-2.wav,50.0,
,,,  ,Да я савсем бэз патронов.,,infantry3-8-3,infantry3-8-3.wav,50.0,
,,,  ,"Эх, нэчем.",,infantry3-8-4,infantry3-8-4.wav,50.0,
,,,  ,"Патроны кончились, могу я отходить?",,infantry3-8-5,infantry3-8-5.wav,50.0,
,,,  ,"Мой отец был стрелком, но ему тоже нужны были патроны.",,infantry3-8-6,infantry3-8-6.wav,50.0,
9,infantry3-9,ACK_CANNOT_PIERCE,Боевая единица не может в принципе пробить защиту цели и отказывается стрелять так как это бесполезно. ,"Боюсь, не пробью.",,infantry3-9-1,infantry3-9-1.wav,50.0,
,,,  ,Там нэт ни единой щелочки.,,infantry3-9-2,infantry3-9-2.wav,50.0,
,,,  ,Слишком крепкая броня.,,infantry3-9-3,infantry3-9-3.wav,50.0,
10,infantry3-10,ACK_BORED_ATTACK,Периодичекие фразы во ходе атаки. ,"Веду, веду цель.",,infantry3-10-1,infantry3-10-1.wav,50.0,
,,,  ,Еще пара выстрелов... и все.,,infantry3-10-2,infantry3-10-2.wav,50.0,
,,,  ,Выцеливаю.,,infantry3-10-3,infantry3-10-3.wav,50.0,
,,,  ,"Э-э-э, рука дрогнула.",,infantry3-10-4,infantry3-10-4.wav,50.0,
12,infantry3-12,ACK_BORED_LOW_AMMO,У боевой единицы боеприпасы подходят к концу. ,Я расстрелял пачти все.,,infantry3-12-1,infantry3-12-1.wav,50.0,
,,,  ,Что-то я не рассчитал с патронами...,,infantry3-12-2,infantry3-12-2.wav,50.0,
,,,  ,Пуль скоро нэ будет.,,infantry3-12-3,infantry3-12-3.wav,50.0,
13,infantry3-13,ACK_BORED_IDLE,Боевая единица ничем не занята и скучает. Нет действия в течение долгого времени. ,Я могу ждать долго...,,infantry3-13-1,infantry3-13-1.wav,50.0,
,,,  ,"Тэрпение, тэрпение...",,infantry3-13-2,infantry3-13-2.wav,50.0,
,,,  ,У мэня дома такой виноградник!,,infantry3-13-3,infantry3-13-3.wav,50.0,
,,,  ,Что-то нэту никого...,,infantry3-13-4,infantry3-13-4.wav,50.0,
14,infantry3-14,ACK_BORED_LOW_HIT_POINTS,Убоевой единицы осталось мало здоровья или прочности. ,"Вай, долго не продержусь...",,infantry3-14-1,infantry3-14-1.wav,50.0,
,,,  ,Меня выцеливают...,,infantry3-14-2,infantry3-14-2.wav,50.0,
,,,  ,Прошу разрешэния уходить...,,infantry3-14-3,infantry3-14-3.wav,50.0,
15,infantry3-15,ACK_SELECTION_TO_MUCH,Боевая единица была многократно выбрана подряд. ,"Адна маленькая, но гордая птичка тоже очень много чирикала!",,infantry3-15-1,infantry3-15-1.wav,50.0,
,,,  ,"Странно, аткуда тут такой ветер?",,infantry3-15-2,infantry3-15-2.wav,50.0,
,,,  ,"Вай, генацвали, что за джигитовку ты устроил?",,infantry3-15-3,infantry3-15-3.wav,50.0,
16,infantry3-16,ACK_KILLED_ENEMY,Боевая единица уничожила врага. ,Адним меньше!,,infantry3-16-1,infantry3-16-1.wav,50.0,
,,,  ,В яблочко.,,infantry3-16-2,infantry3-16-2.wav,50.0,
,,,  ,Как на охоте.,,infantry3-16-3,infantry3-16-3.wav,50.0,
,,,  ,Зарубка на приклад.,,infantry3-16-4,infantry3-16-4.wav,50.0,
,,,  ,Хе-хе.,,infantry3-16-5,infantry3-16-5.wav,50.0,
17,infantry3-17,ACK_BUILDING_FINISHED,Боевая единица закончила окапывание или закончила строительные работы,Укрепились!,,infantry3-17-1,infantry3-17-1.wav,50.0,
,,,  ,Я залег!,,infantry3-17-2,infantry3-17-2.wav,50.0,
18,infantry3-18,DIED,Боевая единица погибла. Последние слова. ,Ах...,,infantry3-18-1,infantry3-18-1.wav,50.0,
